6138,58,74477,320,249,320,250,0,Symbols,-
6138,61,74480,320,251,320,252,0,Symbols,-
6276,56,77942,312,218,312,220,0,Symbols,&
6334,34,79233,211,335,211,339,0,Latin,I
6378,21,80389,291,142,291,144,0,Latin,i
6378,69,80437,297,126,297,127,0,Latin,e
6381,34,80555,168,325,168,328,0,Latin,ll
6383,90,80712,134,335,140,335,0,Latin,###
6400,38,81301,11,153,11,162,0,None,###
6400,318,81581,323,74,324,74,0,None,###
750,15,6964,134,62,135,63,1,Latin,###
1180,25,10180,184,257,185,258,1,Latin,a
1725,19,14999,159,88,160,89,1,None,###
3314,34,25242,12,300,13,301,1,Symbols,-
3327,16,25392,20,394,21,395,1,Latin,###
3388,5,25963,37,136,38,137,1,None,###
3388,6,25964,35,135,36,136,1,None,###
3454,49,26411,214,218,215,219,1,Latin,R
3459,17,26611,223,225,224,226,1,Symbols,.
3459,18,26612,215,245,216,246,1,Symbols,.
3459,19,26613,197,244,198,245,1,Symbols,.
3485,3,27095,95,242,96,243,1,None,###
3485,20,27112,238,209,239,210,1,None,###
3485,21,27113,237,209,238,210,1,None,###
3485,23,27115,238,208,239,209,1,Latin,###
3485,56,27148,175,173,176,174,1,Latin,###
3485,58,27150,168,190,169,191,1,Latin,###
3485,60,27152,171,190,172,191,1,Latin,###
3485,63,27155,171,188,172,189,1,Latin,###
3485,70,27162,170,219,171,220,1,Latin,16
3485,71,27163,165,218,166,219,1,Latin,25
3485,72,27164,170,216,171,217,1,Latin,25
3485,110,27202,230,248,231,249,1,Symbols,-
3582,11,28047,325,247,326,248,1,Latin,###
3608,265,28554,178,356,179,357,1,Latin,###
3608,267,28556,169,358,170,359,1,Latin,###
3608,292,28581,183,340,184,341,1,Latin,###
3608,308,28597,166,324,167,325,1,Latin,###
3608,309,28598,165,325,166,326,1,Latin,###
3608,310,28599,162,325,163,326,1,Latin,###
3608,333,28622,159,300,160,301,1,Latin,###
3631,10,29039,188,403,189,404,1,Latin,7
3669,6,29266,264,310,265,311,1,Latin,F
3717,15,29763,380,311,381,312,1,Latin,###
3804,32,30538,13,301,14,302,1,Symbols,-
3822,8,30691,13,129,14,130,1,Symbols,-
3865,25,31155,222,278,223,279,1,Latin,###
3871,73,31281,211,226,212,227,1,Latin,###
3873,25,31325,153,195,154,196,1,None,###
3895,45,31614,248,268,249,269,1,Symbols,-
3895,48,31617,267,273,268,274,1,Symbols,-
3959,7,32218,235,281,236,282,1,Latin,4
4003,17,32612,367,282,368,283,1,Symbols,-
4003,20,32615,371,283,372,284,1,Symbols,-
4299,57,36769,0,282,1,283,1,Latin,###
4511,14,39227,307,342,308,343,1,Latin,###
4611,6,41039,36,183,37,184,1,Korean,###
4696,29,42088,323,108,324,109,1,Symbols,—
4696,31,42090,330,108,331,109,1,Symbols,—
4764,8,43353,0,297,1,298,1,Latin,###
4801,15,43923,208,172,209,173,1,Latin,R
4846,18,44690,168,73,169,74,1,Latin,1
4846,24,44696,168,80,169,81,1,Latin,7
4846,46,44718,232,79,233,80,1,Latin,100
4846,47,44719,235,79,236,80,1,None,###
4846,190,44862,145,267,146,268,1,Japanese,円
4975,9,46777,172,409,173,410,1,None,###
5068,10,47616,84,136,85,137,1,None,###
5114,70,48240,34,358,35,359,1,Japanese,###
5114,72,48242,10,358,11,359,1,Japanese,###
5114,122,48292,32,396,33,397,1,Japanese,###
5114,176,48346,62,361,63,362,1,Japanese,###
5114,177,48347,64,361,65,362,1,Japanese,###
5197,2,49190,64,203,65,204,1,Japanese,道
5197,4,49192,62,206,63,207,1,Japanese,前
5197,6,49194,65,209,66,210,1,Latin,M
5197,10,49198,63,218,64,219,1,Japanese,前
5197,11,49199,66,219,67,220,1,Latin,M
5197,12,49200,66,221,67,222,1,Latin,M
5327,54,50949,55,306,56,307,1,Latin,p
5346,17,51247,221,295,222,296,1,Latin,###
5355,41,51391,183,284,184,285,1,Latin,6
5355,44,51394,182,289,183,290,1,Latin,9
5355,65,51415,193,288,194,289,1,None,###
5355,67,51417,188,291,189,292,1,None,###
5355,80,51430,192,300,193,301,1,None,###
5355,84,51434,192,303,193,304,1,None,###
5517,84,53304,108,330,109,331,1,Latin,###
5517,87,53307,121,312,122,313,1,Latin,1F
5554,64,54008,17,246,18,247,1,Japanese,有
5608,38,54764,262,328,263,329,1,Latin,###
5611,33,54910,375,254,376,255,1,Latin,###
5651,31,56235,269,334,270,335,1,Symbols,-
5651,33,56237,284,334,285,335,1,Symbols,-
5651,36,56240,276,341,277,342,1,Symbols,-
5675,28,56992,333,229,334,230,1,Symbols,.
5708,48,58106,225,278,226,279,1,Symbols,-
5716,108,58455,393,241,394,242,1,Latin,###
5716,120,58467,329,197,330,198,1,Latin,###
5721,20,58570,84,364,85,365,1,Latin,###
5730,21,58882,209,376,210,377,1,Latin,###
5730,44,58905,213,95,214,96,1,Symbols,-
5749,22,59261,249,143,250,144,1,Symbols,-
5754,89,59551,349,177,350,178,1,None,###
5754,90,59552,349,178,350,179,1,None,###
5754,91,59553,348,178,349,179,1,None,###
5765,57,59871,265,246,266,247,1,None,###
5787,137,61139,237,324,238,325,1,None,###
5841,154,63256,250,370,251,371,1,Symbols,-
5841,201,63303,400,198,401,199,1,Symbols,-
5841,207,63309,396,203,397,204,1,Symbols,-
5841,223,63325,400,386,401,387,1,Symbols,-
5841,229,63331,396,391,397,392,1,Symbols,-
5856,12,63747,149,24,150,25,1,None,###
5856,88,63823,155,391,156,392,1,Symbols,-
5856,152,63887,174,363,175,364,1,Latin,###
5856,178,63913,300,23,301,24,1,Symbols,-
5860,18,64040,311,304,312,305,1,None,###
5871,10,64326,187,389,188,390,1,Symbols,-
5879,14,64631,287,395,288,396,1,Latin,###
5882,40,64762,371,210,372,211,1,Latin,###
5904,57,65626,276,150,277,151,1,Symbols,
5904,80,65649,320,186,321,187,1,Latin,###
5904,99,65668,369,202,370,203,1,Symbols,*
5912,17,66284,135,261,136,262,1,Latin,K
5914,5,66338,102,108,103,109,1,Symbols,-
5915,26,66389,78,227,79,228,1,Symbols,-
5933,66,66792,193,202,194,203,1,Symbols,-
5933,70,66796,196,204,197,205,1,Symbols,-
5933,73,66799,197,206,198,207,1,Symbols,-
5933,107,66833,195,290,196,291,1,Symbols,-
5933,111,66837,192,327,193,328,1,Symbols,-
5933,154,66880,160,347,161,348,1,Latin,la
5933,172,66898,186,353,187,354,1,Symbols,-
5933,173,66899,201,351,202,352,1,Symbols,-
5933,175,66901,220,351,221,352,1,Symbols,/
5936,51,67006,341,169,342,170,1,Latin,SR
5937,29,67052,287,323,288,324,1,Symbols,-
5937,46,67069,332,319,333,320,1,Symbols,-
5949,67,67565,151,329,152,330,1,Latin,TA
5949,97,67595,240,233,241,234,1,Symbols,-
5949,100,67598,70,209,71,210,1,Symbols,-
5949,102,67600,83,208,84,209,1,Symbols,-
5961,57,67942,268,302,269,303,1,Symbols,-
5961,58,67943,269,309,270,310,1,Symbols,-
6030,39,70648,64,208,65,209,1,Symbols,-
6039,9,70984,169,221,170,222,1,Symbols,-
6043,22,71107,59,297,60,298,1,Symbols,-
6043,26,71111,100,296,101,297,1,Symbols,-
6064,10,71708,222,191,223,192,1,Latin,###
6066,93,71898,185,309,186,310,1,Latin,###
6066,98,71903,196,302,197,303,1,Latin,I
6088,81,72799,40,335,41,336,1,Latin,###
6088,147,72865,251,332,252,333,1,Latin,T
6115,7,73972,204,261,205,262,1,Symbols,-
6115,13,73978,289,261,290,262,1,Symbols,-
6192,114,75952,284,336,285,337,1,None,###
6192,116,75954,289,336,290,337,1,None,###
6369,12,80133,272,366,273,367,1,Latin,###
6377,9,80317,23,273,24,274,1,Latin,###
6381,40,80561,186,325,187,326,1,Latin,ou
6381,45,80566,171,328,172,329,1,Latin,a
6383,73,80695,210,333,211,334,1,Latin,###
6383,82,80704,195,333,196,334,1,Latin,###
6383,85,80707,173,334,174,335,1,Latin,###
6400,12,81275,230,377,231,378,1,None,###
6400,110,81373,322,47,323,48,1,None,###
6400,316,81579,328,73,329,74,1,None,###
6400,324,81587,303,74,304,75,1,None,###
514,87,4084,220,282,222,283,2,Symbols,-
757,14,7042,213,161,215,162,2,Arabic,###
757,15,7043,211,161,213,162,2,Arabic,###
981,17,8991,20,276,21,278,2,Symbols,###
1170,11,10010,142,335,143,337,2,Latin,###
1170,28,10027,188,331,189,333,2,Latin,IS
1175,3,10067,320,309,321,311,2,Latin,R
1175,27,10091,407,195,409,196,2,Latin,OFFICE
1180,21,10176,178,254,179,256,2,Latin,a
1238,35,10690,219,347,220,349,2,Latin,is
1238,41,10696,236,347,237,349,2,Latin,for
1238,50,10705,218,353,219,355,2,Latin,of
1238,53,10708,221,350,222,352,2,Latin,on
1350,40,11606,288,291,289,293,2,None,###
1635,10,14232,290,209,291,211,2,Symbols,-
1725,21,15001,163,88,165,89,2,Latin,###
1725,23,15003,168,88,170,89,2,Latin,###
1725,28,15008,160,92,162,93,2,Latin,###
1725,31,15011,168,91,170,92,2,Latin,###
2349,6,18427,93,377,94,379,2,None,###
3093,9,23323,75,245,76,247,2,None,###
3093,15,23329,26,220,28,221,2,None,###
3093,18,23332,364,207,366,208,2,None,###
3202,2,23740,76,251,78,252,2,Latin,###
3249,27,24456,294,138,296,139,2,Symbols,-
3249,139,24568,238,279,240,280,2,Symbols,.
3327,15,25391,23,392,25,393,2,Latin,###
3327,17,25393,23,394,25,395,2,Latin,###
3380,2,25887,73,403,74,405,2,Latin,1
3385,15,25935,139,306,140,308,2,Latin,P
3418,13,26119,410,362,412,363,2,None,###
3433,10,26185,82,292,84,293,2,Latin,H
3445,31,26291,226,138,228,139,2,Symbols,-
3445,33,26293,262,138,264,139,2,Symbols,-
3485,4,27096,96,242,98,243,2,None,###
3485,5,27097,100,236,102,237,2,None,###
3485,6,27098,98,236,100,237,2,None,###
3485,8,27100,101,235,103,236,2,Latin,###
3485,9,27101,99,235,101,236,2,Latin,###
3485,10,27102,97,235,99,236,2,Latin,###
3485,11,27103,95,235,97,236,2,None,###
3485,12,27104,122,233,123,235,2,None,###
3485,13,27105,150,269,152,270,2,None,###
3485,22,27114,236,209,237,211,2,Latin,###
3485,24,27116,236,208,238,209,2,None,###
3485,43,27135,186,204,187,206,2,Latin,54
3485,44,27136,183,204,184,206,2,Latin,62
3485,55,27147,176,173,177,175,2,Latin,###
3485,59,27151,169,190,171,191,2,Latin,###
3485,75,27167,162,216,163,218,2,Latin,###
3485,77,27169,162,215,164,216,2,Latin,###
3485,78,27170,166,213,167,215,2,Latin,###
3485,84,27176,168,233,169,235,2,Latin,###
3485,88,27180,158,233,160,234,2,Latin,###
3485,101,27193,191,239,193,240,2,Latin,###
3498,9,27272,136,35,138,36,2,None,###
3551,5,27717,289,344,291,345,2,Latin,S
3582,4,28040,132,339,134,340,2,Latin,###
3608,179,28468,283,163,284,165,2,Latin,0
3608,181,28470,296,158,297,160,2,Latin,0
3608,206,28495,169,394,170,396,2,Latin,###
3608,219,28508,172,389,173,391,2,Latin,###
3608,221,28510,172,385,173,387,2,Latin,###
3608,235,28524,187,368,189,369,2,Latin,###
3608,246,28535,170,368,171,370,2,Latin,###
3608,264,28553,180,355,181,357,2,Latin,###
3608,276,28565,165,354,166,356,2,Latin,###
3608,281,28570,173,348,174,350,2,Latin,###
3608,282,28571,168,350,170,351,2,Latin,###
3608,283,28572,167,350,168,352,2,Latin,###
3608,293,28582,172,342,173,344,2,Latin,###
3608,311,28600,172,319,174,320,2,Latin,###
3608,317,28606,164,313,165,315,2,Latin,###
3608,321,28610,163,309,164,311,2,Latin,###
3608,322,28611,161,310,162,312,2,Latin,###
3608,325,28614,164,306,166,307,2,Latin,###
3608,327,28616,169,301,171,302,2,Latin,###
3608,334,28623,163,296,165,297,2,Latin,###
3608,340,28629,176,291,178,292,2,Latin,###
3623,10,28925,381,311,382,313,2,Latin,H
3653,3,29135,409,367,411,368,2,Latin,11
3669,4,29264,290,309,291,311,2,Latin,H
3669,5,29265,277,309,278,311,2,Latin,G
3669,7,29267,251,310,252,312,2,Latin,E
3669,9,29269,224,311,225,313,2,Latin,C
3669,10,29270,210,311,211,313,2,Latin,B
3669,69,29329,149,355,150,357,2,Latin,###
3669,72,29332,149,332,150,334,2,Latin,###
3669,75,29335,149,325,151,326,2,Latin,###
3669,76,29336,139,315,141,316,2,Latin,###
3717,7,29755,201,219,202,221,2,Latin,6
3789,15,30319,159,228,161,229,2,None,###
3791,22,30346,268,298,270,299,2,None,###
3795,3,30369,31,335,33,336,2,None,###
3808,10,30568,145,255,146,257,2,Latin,S
3865,21,31151,221,265,222,267,2,Latin,###
3865,24,31154,221,275,223,276,2,Latin,ERO
3865,26,31156,221,279,223,280,2,Latin,###
3871,65,31273,18,225,20,226,2,Latin,Gr.
3871,68,31276,28,225,29,227,2,Latin,1
3871,69,31277,32,226,34,227,2,Latin,42
3871,75,31283,320,220,321,222,2,Latin,CA
3881,5,31408,297,207,299,208,2,Latin,3B
3899,5,31639,13,287,15,288,2,Latin,THE
3931,5,31934,184,168,186,169,2,Symbols,-
3950,21,32112,86,125,88,126,2,Symbols,-
3959,5,32216,238,278,239,280,2,Latin,2
3959,6,32217,240,278,241,280,2,Latin,3
3959,8,32219,238,280,239,282,2,Latin,5
3959,10,32221,235,283,236,285,2,Latin,7
3959,12,32223,241,283,242,285,2,Latin,9
3959,13,32224,238,287,239,289,2,Latin,0
4053,20,33308,178,375,180,376,2,Symbols,-
4063,28,33568,193,175,194,177,2,Korean,염
4063,46,33586,267,200,268,202,2,Korean,###
4063,51,33591,188,179,190,180,2,Latin,###
4065,48,33652,410,203,411,205,2,Symbols,∣
4065,52,33656,377,205,378,207,2,Symbols,∣
4086,29,34023,136,275,137,277,2,Latin,###
4086,33,34027,127,361,128,363,2,Korean,###
4266,8,36136,392,284,393,286,2,None,###
4266,35,36163,374,406,375,408,2,Latin,###
4268,8,36194,229,160,230,162,2,None,###
4277,36,36334,328,118,329,120,2,Latin,###
4296,28,36613,338,45,340,46,2,Latin,###
4299,58,36770,0,284,1,286,2,Latin,###
4536,23,39585,254,294,255,296,2,Latin,C
4566,31,40044,126,317,127,319,2,Latin,###
4566,45,40058,30,350,31,352,2,Korean,###
4577,23,40246,296,338,297,340,2,None,###
4577,32,40255,178,409,179,411,2,Latin,30
4577,33,40256,181,407,182,409,2,Latin,24
4577,36,40259,178,405,180,406,2,Latin,16
4577,38,40261,179,403,180,405,2,Latin,9
4577,39,40262,182,401,183,403,2,Latin,###
4577,40,40263,179,401,180,403,2,Latin,###
4588,21,40765,125,179,127,180,2,None,###
4588,51,40795,85,189,86,191,2,Latin,L
4588,58,40802,68,257,70,258,2,Latin,###
4611,4,41037,51,175,53,176,2,Korean,###
4696,36,42095,329,111,331,112,2,Symbols,—
4727,76,42648,398,177,399,179,2,None,###
4766,14,43408,3,167,5,168,2,None,###
4769,13,43434,8,103,10,104,2,Latin,###
4812,4,44141,228,256,229,258,2,Latin,M
4812,74,44211,224,346,225,348,2,Japanese,南
4812,75,44212,226,346,227,348,2,Latin,14
4812,76,44213,226,348,227,350,2,Latin,14
4812,77,44214,224,348,225,350,2,Japanese,西
4812,93,44230,306,265,307,267,2,Japanese,###
4814,77,44312,367,334,369,335,2,Japanese,円
4846,21,44693,168,76,169,78,2,Latin,4
4846,23,44695,176,77,178,78,2,Latin,6
4846,94,44766,173,144,174,146,2,Japanese,###
4846,131,44803,161,158,162,160,2,Latin,1
4846,133,44805,167,158,169,159,2,Latin,at
4846,134,44806,170,158,171,160,2,Latin,a
4846,150,44822,247,162,248,164,2,Latin,1
4846,191,44863,141,268,142,270,2,Latin,1
4846,199,44871,140,279,141,281,2,Japanese,###
4846,212,44884,149,303,151,304,2,Japanese,円
4846,213,44885,145,305,146,307,2,Latin,1
4856,4,45102,105,265,107,266,2,Japanese,###
4876,21,45428,69,139,70,141,2,Latin,1
4943,85,46342,64,338,66,339,2,Latin,###
4943,86,46343,66,337,67,339,2,Latin,###
5068,7,47613,81,134,83,135,2,None,###
5068,18,47624,85,160,87,161,2,None,###
5068,33,47639,77,185,79,186,2,None,###
5068,73,47679,90,198,92,199,2,None,###
5068,81,47687,98,194,100,195,2,None,###
5077,53,47875,254,69,255,71,2,Symbols,-
5077,56,47878,202,134,204,135,2,Symbols,-
5100,31,48089,262,379,264,380,2,Latin,###
5100,33,48091,272,381,274,382,2,Latin,###
5114,28,48198,276,359,277,361,2,Japanese,###
5114,36,48206,202,414,203,416,2,Japanese,せ
5114,69,48239,32,357,33,359,2,Japanese,ン
5114,109,48279,64,399,65,401,2,Japanese,###
5114,114,48284,41,400,43,401,2,Japanese,###
5114,116,48286,24,392,25,394,2,Japanese,###
5114,121,48291,18,392,20,393,2,Japanese,マ
5114,123,48293,36,395,37,397,2,Japanese,###
5114,142,48312,44,384,45,386,2,Japanese,###
5114,153,48323,34,372,35,374,2,Japanese,###
5114,155,48325,49,376,50,378,2,Japanese,###
5175,8,48997,346,297,348,298,2,Japanese,###
5197,1,49189,59,203,61,204,2,Japanese,水
5197,5,49193,64,207,66,208,2,Latin,M
5197,8,49196,65,213,66,215,2,Japanese,道
5223,39,49513,188,252,189,254,2,None,###
5223,43,49517,205,252,206,254,2,None,###
5270,56,50146,252,311,253,313,2,Latin,###
5270,60,50150,252,319,253,321,2,Latin,###
5315,9,50751,351,278,352,280,2,Latin,R
5355,33,51383,226,253,228,254,2,Latin,TEL
5355,40,51390,182,282,184,283,2,None,###
5355,42,51392,183,285,184,287,2,Latin,7
5355,43,51393,182,287,183,289,2,Latin,8
5355,46,51396,181,292,183,293,2,Latin,11
5355,49,51399,181,297,183,298,2,Latin,14
5355,50,51400,181,299,183,300,2,Latin,15
5355,53,51403,181,304,183,305,2,Latin,18
5355,55,51405,181,307,183,308,2,Latin,20
5355,56,51406,180,309,182,310,2,Latin,21
5355,66,51416,193,289,194,291,2,None,###
5355,69,51419,187,293,189,294,2,None,###
5355,70,51420,192,293,194,294,2,None,###
5355,72,51422,188,294,189,296,2,None,###
5355,73,51423,192,295,194,296,2,None,###
5355,74,51424,187,296,189,297,2,None,###
5355,81,51431,187,301,189,302,2,Latin,17
5355,82,51432,192,301,193,303,2,Latin,44
5355,83,51433,187,303,189,304,2,Latin,10
5355,86,51436,191,305,193,306,2,None,###
5355,87,51437,196,305,198,306,2,None,###
5355,89,51439,192,306,193,308,2,Latin,44
5355,90,51440,187,308,189,309,2,None,###
5355,91,51441,191,308,193,309,2,None,###
5395,14,51925,48,245,50,246,2,Latin,###
5484,26,52831,112,307,113,309,2,Latin,###
5510,37,53136,225,295,227,296,2,Latin,PULL
5510,38,53137,234,296,236,297,2,Latin,PULL
5517,80,53300,349,326,351,327,2,None,###
5529,30,53528,132,316,134,317,2,None,###
5529,31,53529,127,298,129,299,2,None,###
5554,90,54034,0,230,1,232,2,Latin,###
5554,93,54037,0,237,1,239,2,Latin,###
5608,31,54757,69,332,70,334,2,Latin,###
5608,37,54763,242,328,243,330,2,Latin,2
5608,40,54766,308,327,309,329,2,Latin,9
5608,41,54767,332,327,333,329,2,Latin,###
5608,43,54769,414,325,415,327,2,Latin,###
5608,57,54783,298,350,300,351,2,None,###
5608,62,54788,347,348,349,349,2,None,###
5609,33,54836,153,411,155,412,2,Latin,###
5609,34,54837,155,410,157,411,2,Latin,###
5609,35,54838,153,412,155,413,2,Latin,###
5611,7,54884,272,179,273,181,2,Latin,SR
5611,9,54886,281,178,282,180,2,Latin,SR
5611,29,54906,364,243,365,245,2,Latin,###
5611,32,54909,376,254,378,255,2,Latin,###
5611,35,54912,372,253,373,255,2,None,###
5627,2,55294,295,103,296,105,2,Latin,R
5634,39,55598,218,370,219,372,2,Latin,4G
5634,41,55600,222,370,223,372,2,Latin,###
5634,52,55611,212,396,214,397,2,Latin,###
5644,49,55930,246,30,247,32,2,Latin,E
5648,6,56009,50,265,52,266,2,Latin,###
5648,32,56035,149,240,151,241,2,Latin,###
5651,26,56230,229,348,231,349,2,Symbols,-
5656,41,56405,187,339,188,341,2,Latin,A
5667,46,56621,151,274,153,275,2,Symbols,-
5669,95,56769,263,364,264,366,2,Latin,###
5671,17,56818,267,115,268,117,2,Latin,7
5671,18,56819,268,115,269,117,2,Symbols,€
5671,45,56846,290,366,292,367,2,Latin,9
5686,11,57241,291,322,292,324,2,Latin,R
5689,41,57345,152,303,153,305,2,Latin,ai
5689,44,57348,136,302,137,304,2,Latin,è
5689,53,57357,76,298,77,300,2,Latin,a
5689,93,57397,60,289,61,291,2,Latin,a
5698,44,57735,61,378,62,380,2,Latin,E
5701,10,57798,86,208,87,210,2,Latin,###
5716,58,58405,303,186,304,188,2,Latin,###
5716,61,58408,296,190,297,192,2,Latin,A
5716,64,58411,330,193,332,194,2,Latin,###
5716,81,58428,304,196,305,198,2,Latin,8
5716,100,58447,49,291,50,293,2,Latin,TD
5716,107,58454,393,238,394,240,2,Latin,###
5716,112,58459,393,243,394,245,2,Latin,###
5716,119,58466,350,225,351,227,2,Latin,###
5716,121,58468,331,197,333,198,2,Latin,###
5727,18,58721,393,412,394,414,2,Latin,###
5729,50,58801,202,351,203,353,2,Latin,###
5729,56,58807,207,353,208,355,2,Latin,###
5729,61,58812,243,350,244,352,2,Latin,###
5729,79,58830,244,396,245,398,2,Latin,###
5729,81,58832,249,396,250,398,2,Latin,###
5729,107,58858,210,411,212,412,2,Latin,###
5730,41,58902,220,89,222,90,2,Symbols,-
5730,50,58911,227,342,228,344,2,Symbols,-
5753,42,59439,392,308,394,309,2,None,###
5753,45,59442,392,310,394,311,2,None,###
5753,51,59448,393,318,395,319,2,None,###
5753,64,59461,403,320,405,321,2,None,###
5754,41,59503,340,199,341,201,2,Latin,C.
5754,46,59508,349,159,351,160,2,None,###
5754,57,59519,340,175,342,176,2,None,###
5754,64,59526,341,181,343,182,2,None,###
5754,87,59549,349,176,351,177,2,None,###
5754,92,59554,349,179,351,180,2,None,###
5754,98,59560,349,185,351,186,2,None,###
5754,103,59565,349,189,351,190,2,None,###
5754,104,59566,349,190,351,191,2,None,###
5765,25,59839,235,249,236,251,2,Latin,30
5765,58,59872,265,247,267,248,2,None,###
5765,64,59878,285,278,287,279,2,None,###
5765,68,59882,236,306,237,308,2,Latin,DI
5771,12,60280,142,51,143,53,2,None,###
5771,18,60286,193,51,194,53,2,None,###
5778,13,60623,120,244,122,245,2,None,###
5778,29,60639,161,250,163,251,2,None,###
5778,34,60644,179,328,181,329,2,None,###
5778,35,60645,191,330,193,331,2,None,###
5778,41,60651,183,298,185,299,2,None,###
5778,43,60653,185,298,187,299,2,None,###
5778,51,60661,225,295,227,296,2,None,###
5778,108,60718,395,284,397,285,2,None,###
5778,111,60721,399,276,401,277,2,None,###
5787,1,61003,18,26,19,28,2,Latin,o
5787,107,61109,151,401,153,402,2,None,###
5787,207,61209,392,322,394,323,2,Latin,di
5793,2,61461,290,113,291,115,2,Latin,R
5832,24,62894,361,319,363,320,2,None,###
5832,35,62905,136,197,137,199,2,Latin,1110
5841,170,63272,344,274,345,276,2,Latin,D
5848,19,63528,273,307,275,308,2,Latin,###
5848,20,63529,274,312,275,314,2,None,###
5848,26,63535,264,348,265,350,2,None,###
5848,45,63554,336,298,337,300,2,None,###
5849,16,63623,218,300,219,302,2,None,###
5849,30,63637,158,348,159,350,2,Latin,R
5856,153,63888,171,367,172,369,2,Latin,30
5856,179,63914,316,358,317,360,2,None,###
5860,33,64055,336,349,338,350,2,Latin,###
5864,29,64177,85,44,87,45,2,Latin,OF
5876,120,64592,312,215,314,216,2,Latin,###
5882,34,64756,402,189,403,191,2,Latin,A
5882,88,64810,389,170,390,172,2,Latin,I
5902,15,65508,103,289,105,290,2,Latin,###
5904,17,65586,119,109,120,111,2,Latin,e
5904,65,65634,290,152,291,154,2,Latin,a
5904,71,65640,275,148,276,150,2,None,###
5904,112,65681,244,190,245,192,2,Latin,a
5904,114,65683,251,190,252,192,2,Latin,e
5904,143,65712,69,250,70,252,2,Latin,R
5904,200,65769,223,270,224,272,2,Latin,e
5904,266,65835,330,315,331,317,2,Latin,e
5908,10,66035,241,157,243,158,2,Latin,are
5910,32,66111,261,152,263,153,2,Symbols,-
5933,17,66743,289,132,291,133,2,Symbols,-
5933,110,66836,180,328,181,330,2,Latin,4
